source_doc,source_section,target_doc,target_section,relationship_type,relationship_confidence,relationship_bidirectional,sim_score,source_concepts,target_concepts,source_is_api,target_is_api,classification_source,src_type,tgt_type
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::3,data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/customize-a-built-in-property-editor-blazor,customize-a-built-in-property-editor-blazor::5,related_to,0.55,False,0.7748209834098816,['Detail View' 'Model Editor' 'Property Editors' 'Views'],['Model Editor'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/IComplexViewItem/IComplexViewItem,IComplexViewItem::2,data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/supply-predefined-values-for-the-string-property-editor-dynamically/supply-predefined-values-winforms,supply-predefined-values-winforms::4,related_to,0.55,False,0.7746202945709229,['Detail View' 'Property Editors' 'Views'],['Detail View' 'Model Editor' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextConfigurator/Configure``2,Configure``2::1,data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-module-ef-core,audit-trail-module-ef-core::5,related_to,0.55,False,0.7744392156600952,['Entity Framework Core'],['Audit Trail' 'Entity Framework Core' 'Security System'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Services/ReportDataSourceHelperBase/SetXafReportParametersObject,SetXafReportParametersObject::1,data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-register-an-additional-type-of-report-parameter,how-to-register-an-additional-type-of-report-parameter::2,related_to,0.5,False,0.7738398313522339,['Reports Module'],['Reports Module'],True,False,llm,API Reference,How-to Task
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ConnectionString1130235,ConnectionString1130235::1,data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/connect-to-different-database-providers,connect-to-different-database-providers::14,related_to,0.62,False,0.7737753987312317,"['Database Connection and Configuration'
 'Solution Structure and Module Design' 'Template Kit and CLI']",['Database Connection and Configuration'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/CustomGetFullTextSearchPropertiesEventArgs/Properties1131584,Properties1131584::1,data/raw_md/articles/filtering/in-list-view/how-to-make-the-full-text-search-action-search-within-required-properties,how-to-make-the-full-text-search-action-search-within-required-properties::1,related_to,0.65,True,0.7732018828392029,[],[],True,False,llm,API Reference,How-to Task
data/raw_md/apidoc/DevExpress.EntityFrameworkCore.Security/SecuredEFCoreObjectSpaceProvider`1/SecuredEFCoreObjectSpaceProvider`1,SecuredEFCoreObjectSpaceProvider`1::2,data/raw_md/articles/data-security-and-safety/security-system/security-object-model/implement-custom-security-objects/implement-a-custom-security-operation-that-can-be-permitted-at-the-type-level,implement-a-custom-security-operation-that-can-be-permitted-at-the-type-level::4,related_to,0.5,False,0.7730591297149658,"['Authentication' 'Entity Framework Core' 'Security System'
 'Users and Roles']",['Entity Framework Core'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Utils/CaptionHelper/CaptionHelper,CaptionHelper::2,data/raw_md/articles/data-manipulation-and-business-logic/access-object-space-security-and-caption-helper-in-asp-net-core-environment,access-object-space-security-and-caption-helper-in-asp-net-core-environment::6,related_to,0.62,True,0.7729734182357788,[],['Controllers' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Services/ReportDataSourceHelperBase/RegisterObjectSpaceProviderService,RegisterObjectSpaceProviderService::1,data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-execute-custom-code-when-a-report-is-persisted,how-to-execute-custom-code-when-a-report-is-persisted::9,related_to,0.55,False,0.7727516889572144,['Reports Module'],['Reports Module'],True,False,llm,API Reference,How-to Task
data/raw_md/apidoc/DevExpress.EntityFrameworkCore.Security/SecuredEFCoreObjectSpaceProvider`1/SecuredEFCoreObjectSpaceProvider`1,SecuredEFCoreObjectSpaceProvider`1::2,data/raw_md/articles/getting-started/in-depth-tutorial-blazor/enable-additional-modules/use-the-security-system,use-the-security-system::2,related_to,0.55,False,0.7724419236183167,"['Authentication' 'Entity Framework Core' 'Security System'
 'Users and Roles']",['Authentication' 'Security System' 'Users and Roles'],True,False,llm,API Reference,Tutorial
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpaceProvider/TypesInfo1189072,TypesInfo1189072::1,data/raw_md/articles/debugging-testing-and-error-handling/code-diagnostics/xaf0012,xaf0012::1,related_to,0.55,False,0.7720680236816406,['Object Space' 'XPO'],['Object Space' 'XAF Application'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/DxTreeListEditor/TreeListModel,TreeListModel::1,data/raw_md/articles/app-shell-and-base-infrastructure/tree-list-editors/display-a-tree-list-with-flat-data-objects-asp-net-core-blazor,display-a-tree-list-with-flat-data-objects-asp-net-core-blazor::8,related_to,0.55,False,0.7717125415802002,['List Editors' 'List View' 'TreeList Editors' 'Views'],['List Editors' 'List View' 'Model Editor' 'TreeList Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy/ITenantProvider/ITenantProvider,ITenantProvider::1,data/raw_md/articles/multitenancy/multi-tenant-application-architecture,multi-tenant-application-architecture::20,related_to,0.62,False,0.771236002445221,['Multi-Tenancy' 'Tenant Classes and Resolver'],['Controllers' 'Multi-Tenancy' 'Tenant Classes and Resolver' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Services/IXafCultureInfoService/SupportedUICultures,SupportedUICultures::1,data/raw_md/articles/localization/localize-an-xaf-application,localize-an-xaf-application::8,related_to,0.55,False,0.7711171507835388,['Localization'],['Localization'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateObjectSpace1137054,CreateObjectSpace1137054::1,data/raw_md/articles/debugging-testing-and-error-handling/code-diagnostics/xaf0012,xaf0012::2,related_to,0.62,False,0.7711135149002075,['Entity Framework Core' 'Object Space' 'XPO'],['Object Space'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.EntityFrameworkCore.Security/SecuredEFCoreObjectSpace/SecuredEFCoreObjectSpace,SecuredEFCoreObjectSpace::2,data/raw_md/articles/data-security-and-safety/security-system/security-object-model/implement-custom-security-objects/implement-a-custom-security-operation-that-can-be-permitted-at-the-type-level,implement-a-custom-security-operation-that-can-be-permitted-at-the-type-level::4,related_to,0.55,False,0.7704609632492065,"['Authentication' 'Entity Framework Core' 'Object Space' 'Security System'
 'Users and Roles']",['Entity Framework Core'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.Base/LookupEditorModeAttribute/LookupEditorModeAttribute,LookupEditorModeAttribute::2,data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/reference-foreign-key-complex-type-properties,reference-foreign-key-complex-type-properties::18,related_to,0.65,True,0.7701790928840637,['Model Editor'],['Detail View' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Win/ISplash/ISplash,ISplash::2,data/raw_md/articles/app-shell-and-base-infrastructure/application-personalization/splash-forms-winforms/localize-a-splash-form,localize-a-splash-form::3,related_to,0.55,False,0.7701687216758728,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateObjectSpace``1,CreateObjectSpace``1::1,data/raw_md/articles/debugging-testing-and-error-handling/code-diagnostics/xaf0012,xaf0012::3,related_to,0.62,False,0.7698676586151123,['Object Space'],['Object Space'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/ui-construction/action-containers,action-containers::5,data/raw_md/apidoc/DevExpress.ExpressApp.Actions/ActionBase/CustomizeControl1174986,CustomizeControl1174986::13,related_to,0.55,False,0.7698530554771423,[],['Action Containers' 'Actions' 'Controllers'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors,property-editors::4,data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::10,related_to,0.6,False,0.7689468860626221,['Detail View' 'Property Editors' 'Views'],['Detail View' 'Lookup Property Editors' 'Property Editors' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ObjectSpaceProvider1130242,ObjectSpaceProvider1130242::1,data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::7,related_to,0.62,True,0.7687564492225647,"['Object Space' 'Solution Structure and Module Design'
 'Template Kit and CLI']","['Business Objects' 'Non-Persistent Objects' 'Object Space'
 'Solution Structure and Module Design' 'Template Kit and CLI'
 'XAF Application']",True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy/ITenantResolver/ITenantResolver,ITenantResolver::1,data/raw_md/articles/multitenancy/get-the-current-tenant-in-code,get-the-current-tenant-in-code::2,related_to,0.62,False,0.768305778503418,['Multi-Tenancy' 'Tenant Classes and Resolver'],['Multi-Tenancy' 'Tenant Classes and Resolver'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/WinSecurityBuilderExtensions/UsePasswordAuthentication,UsePasswordAuthentication::1,data/raw_md/articles/data-security-and-safety/security-system/authentication/oauth-and-custom-authentication/active-directory-and-oauth2-authentication-providers-in-winforms-applications,active-directory-and-oauth2-authentication-providers-in-winforms-applications::5,related_to,0.55,False,0.7680683135986328,['Authentication' 'Security System'],['Authentication' 'Security System'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/SaveAuditData,SaveAuditData::1,data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/customize-the-audit-trail-system,customize-the-audit-trail-system::6,related_to,0.55,False,0.7675971388816833,['Audit Trail' 'Security System'],['Audit Trail' 'Security System'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/Priority1134109,Priority1134109::3,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::6,related_to,0.55,False,0.7673536539077759,[],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/ReportCreated,ReportCreated::1,data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-use-a-custom-editor-for-a-report-parameter,how-to-use-a-custom-editor-for-a-report-parameter::5,related_to,0.55,False,0.7673428654670715,['Reports Module'],['Reports Module'],True,False,llm,API Reference,How-to Task
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/disable-audit-trail-module,disable-audit-trail-module::5,data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginSessionAudit,BeginSessionAudit::2,related_to,0.5,False,0.7670443058013916,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceController/AppearanceApplied1135918,AppearanceApplied1135918::1,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::4,related_to,0.6,False,0.7668090462684631,['Conditional Appearance'],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Validation/IModelValidation/IModelValidation,IModelValidation::1,data/raw_md/articles/validation/validation-contexts,validation-contexts::1,related_to,0.62,False,0.76612389087677,['Model Editor'],['Model Editor' 'Validation'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Actions/PopupWindowShowAction/CustomizeTemplate1130097,CustomizeTemplate1130097::2,data/raw_md/articles/ui-construction/templates/template-customization,template-customization::8,related_to,0.62,False,0.7659242153167725,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/CustomizeWindowCaptionEventArgs/CustomizeWindowCaptionEventArgs,CustomizeWindowCaptionEventArgs::1,data/raw_md/articles/ui-construction/controllers-and-actions/controllers,controllers::11,related_to,0.5,False,0.765872061252594,[],['Actions' 'Controllers' 'Windows and Frames'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::4,data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::7,related_to,0.52,False,0.7651654481887817,['Detail View' 'Model Editor' 'Property Editors' 'Views'],['Detail View' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/PopulateAdditionalObjectSpaces,PopulateAdditionalObjectSpaces::1,data/raw_md/articles/debugging-testing-and-error-handling/code-diagnostics/xaf0012,xaf0012::1,related_to,0.55,False,0.7648462653160095,['Object Space'],['Object Space' 'XAF Application'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/localization/localize-standard-xaf-modules-and-devexpress-controls-used-in-an-application,localize-standard-xaf-modules-and-devexpress-controls-used-in-an-application::3,data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/ResourcesExportedToModel1131243,ResourcesExportedToModel1131243::2,related_to,0.6,True,0.7642070651054382,['Localization' 'Localization in Model Editor' 'Model Editor'],['Localization' 'Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/AppearanceItemType1134798,AppearanceItemType1134798::7,data/raw_md/articles/conditional-appearance/declare-conditional-appearance-rules-in-code,declare-conditional-appearance-rules-in-code::7,related_to,0.55,False,0.7638217210769653,[],['Conditional Appearance'],True,False,llm,API Reference,Conceptual
